ID	Description	GeneRatio	BgRatio	pvalue	p.adjust	qvalue	geneID	Count
GO:0044265	cellular macromolecule catabolic process	112/748	468/4114	0.000539703625002352	0.00930988753129056	0.00848691840720072	PSMB1/RNH1/GABARAPL2/AP2S1/MRTO4/RPL18/GPC1/EXOSC7/RPS5/BAX/PSMC5/RPLP0/MAEA/PSME1/PSMD8/RPL3/RBX1/LGMN/PSMB5/PSME2/PSMA7/PSMD7/STUB1/RNASEH2A/RPS16/NOP53/RPL18A/DDX49/SEC61B/DVL1/RPL28/RPL19/RPS13/SKP1/RNF7/RPL24/PSMD14/RPS15/HTRA2/PARK7/CDC20/UCHL3/EXOSC8/RPL5/CLTA/TRIR/CLPP/PSMB2/PSMA1/NEDD8/LSM7/LSM4/ADRM1/RPL27/VPS25/GRSF1/HSPBP1/CCNB1/CCDC115/PSMB7/RPL35/RPS6/RPLP1/ATRAID/WDR61/RPS2/COPS3/EIF4A3/NT5C3B/PSMB6/RPS11/RPL13A/RCN3/RPS8/RPL10/RPL7A/RPS3/CARHSP1/PINK1/PSMD4/PSMB4/SQSTM1/RPL8/PSMC2/RPL29/RPS14/PTTG1/METTL3/PSMC3/POLR2G/RPSA/FEN1/EXOSC1/RPS21/RPL15/UBE2C/CDC26/MAN1B1/TMEM259/RPL35A/PSMD13/UBE2L3/RPS26/PSAP/RPL37A/RPL12/RPL10A/PSMB8/DXO/RACK1/UBA52/PSMB3	112
GO:0061024	membrane organization	68/748	259/4114	0.000552828203928955	0.00948359985193042	0.00864527502393115	SLC25A5/BID/BAK1/AP2S1/TRAPPC3/BAX/TIMM13/SAMM50/PLTP/STX10/TIMM50/NAPA/DVL1/RAB34/ATP5F1B/ARPC3/BNIP1/ATP5PB/VAMP8/CLTA/CHMP2A/CHMP1A/IMMT/CCNB1/ATP5MC2/FLOT1/MTCH1/PREB/RHOT2/SOD1/TIMM29/SNAPIN/SNAP47/GSN/ATP5F1A/ATP5MC3/ATP5PF/OXA1L/SEC13/CCNB2/PINK1/ATP5MC1/PEF1/MAIP1/NAXE/ATP5MG/PRELID1/TRAPPC1/TRIAP1/MTX1/MICOS10/MICOS13/BANF1/CLTB/SFN/TIMM22/APOO/TMED9/PPIA/PSAP/S100A10/GET3/UQCC3/UBA52/ATP5MF/ATP5PO/PDCD6/RCC1L	68
GO:0090090	negative regulation of canonical Wnt signaling pathway	26/748	76/4114	0.000558818073183263	0.00953368196282436	0.00869093001035162	PSMB1/PSMC5/PSME1/PSMD8/RBX1/PSMB5/PSME2/PSMA7/PSMD7/TLE5/DVL1/PSMD14/MAD2L2/PFDN5/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/SDHAF2/PSMD13/PSMB8/PSMB3	26
GO:0019693	ribose phosphate metabolic process	42/748	143/4114	0.000599602657668978	0.0101735860768425	0.00927426831447732	ELOVL1/COASY/AAAS/ACOT7/TECR/NME4/AK1/ATP5F1B/GAPDH/TPI1/ATP5PB/ACOT2/ITPA/PDHA1/RAN/ATP5MC2/MPC2/ATP5F1A/ATP5MC3/ATP5PF/SEC13/SLC35B2/PINK1/ATP5MC1/JMJD8/PMVK/STOML2/NUDT5/ATP5MG/PDHB/PGAM1/CTPS1/IMPDH2/CYC1/APRT/UQCC3/NME1/ADSL/ATP5MF/ATP5PO/EIF6/NME2	42
GO:0043687	post-translational protein modification	38/748	126/4114	0.000617134111179961	0.0103739686811965	0.00945693763326969	PSMB1/PSMC5/PSME1/PSMD8/LGALS1/RBX1/PSMB5/PSME2/PSMA7/TIMP1/MSLN/PSMD7/ELOB/NUCB1/SKP1/RNF7/PSMD14/QSOX1/P3H1/UCHL3/PSMB2/PSMA1/NEDD8/UBE2M/PSMB7/COPS3/PSMB6/SUMF1/PSMD4/PSMB4/PSMC2/PSMC3/COPS6/GPS1/P4HB/PSMD13/PSMB8/PSMB3	38
GO:0070585	protein localization to mitochondrion	21/748	57/4114	0.000619556764196598	0.0103739686811965	0.00945693763326969	BID/BAX/TIMM13/SAMM50/TIMM50/PMPCB/AIP/HTRA2/TIMM17B/TOMM40/TIMM17A/TIMM29/HAX1/OXA1L/PINK1/MAIP1/SLC25A6/SFN/TIMM22/UBE2L3/TIMM23	21
GO:0009394	2'-deoxyribonucleotide metabolic process	8/748	13/4114	0.000625263558654704	0.0103739686811965	0.00945693763326969	NTHL1/NUDT1/DGUOK/SMUG1/DUT/DTYMK/TYMS/DCTPP1	8
GO:0019692	deoxyribose phosphate metabolic process	8/748	13/4114	0.000625263558654704	0.0103739686811965	0.00945693763326969	NTHL1/NUDT1/DGUOK/SMUG1/DUT/DTYMK/TYMS/DCTPP1	8
GO:0010948	negative regulation of cell cycle process	41/748	139/4114	0.000631280381559445	0.0103739686811965	0.00945693763326969	PSMB1/TRIP13/BAX/PSMC5/PSME1/PSMD8/RBX1/PSMB5/PSME2/PSMA7/NAA10/PSMD7/NOP53/BABAM1/SKP1/PSMD14/MAD2L2/CDC20/RPA2/CDKN2C/PSMB2/PRMT1/UXT/PSMA1/CHMP2A/PCNA/CCNB1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PTTG1/PSMC3/TRIAP1/AURKAIP1/SFN/PSMD13/RING1/PSMB8/PSMB3	41
GO:0002366	leukocyte activation involved in immune response	49/748	174/4114	0.000631458963203263	0.0103739686811965	0.00945693763326969	PSMB1/CTSA/PPIE/GSTP1/FTL/LGALS1/PSMD7/HMOX2/PSMD14/QSOX1/LAMTOR2/MAD2L2/PRDX6/CTSD/VAMP8/CYSTM1/PRDX4/SERPINB6/LGALS3/PSMB7/ILF2/GSN/PTGES2/EEF1A1/CSTB/PSMC2/APEH/PSMC3/CCT2/FTH1/RAB24/AGPAT2/TRAPPC1/GAA/PGAM1/DPP7/IMPDH2/HMCES/TMEM179B/PSMD13/S100A13/PPIA/PSAP/PNP/APRT/NEU1/CSNK2B/HLA-C/NME2	49
GO:0000027	ribosomal large subunit assembly	11/748	22/4114	0.000667886286695917	0.0109146680010043	0.00994984058130371	MRTO4/RPLP0/RPL3/NOP53/RPL24/RPL5/RPL10/MRPL11/RPL12/MRPL20/BOP1	11
GO:0043618	regulation of transcription from RNA polymerase II promoter in response to stress	23/748	65/4114	0.00067279347895998	0.010937297131784	0.00997046935752761	PSMB1/PSMC5/PSME1/PSMD8/RBX1/PSMB5/PSME2/PSMA7/PSMD7/ELOB/PSMD14/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/PSMD13/PSMB8/UBA52/PSMB3	23
GO:0051443	positive regulation of ubiquitin-protein transferase activity	9/748	16/4114	0.000697981685114677	0.0112631215886171	0.0102674918049975	STUB1/SKP1/CDC20/PIN1/DCUN1D5/RPS2/PINK1/UBE2C/UBE2L3	9
GO:0097237	cellular response to toxic substance	14/748	32/4114	0.000701656122141058	0.0112631215886171	0.0102674918049975	GSTP1/PTGS1/PARK7/PRDX1/PRDX6/PRDX4/PRDX5/GSTM3/SOD1/GSTO1/PINK1/PRDX2/NQO1/GSTK1	14
GO:0070671	response to interleukin-12	10/748	19/4114	0.000703718385891054	0.0112631215886171	0.0102674918049975	RPLP0/PSME2/AIP/SOD1/GSTO1/HNRNPDL/CFL1/TALDO1/P4HB/PPIA	10
GO:0002443	leukocyte mediated immunity	51/748	184/4114	0.000736515418706384	0.011727591667094	0.0106909039724776	PSMB1/CTSA/PPIE/GSTP1/FTL/PSMD7/HMOX2/GFUS/C1QBP/PSMD14/QSOX1/LAMTOR2/MAD2L2/PRDX1/PRDX6/CTSD/VAMP8/CYSTM1/PRDX4/SERPINB6/LGALS3/PSMB7/ILF2/GSN/PTGES2/EEF1A1/CSTB/PSMC2/APEH/PSMC3/CCT2/FTH1/RAB24/AGPAT2/TRAPPC1/GAA/PGAM1/DPP7/IMPDH2/HMCES/TMEM179B/PSMD13/S100A13/PPIA/PSAP/PNP/APRT/NEU1/CSNK2B/HLA-C/NME2	51
GO:1990748	cellular detoxification	13/748	29/4114	0.000821071837873111	0.0130072860030409	0.0118574767563953	GSTP1/PTGS1/PARK7/PRDX1/PRDX6/PRDX4/PRDX5/GSTM3/SOD1/GSTO1/PRDX2/NQO1/GSTK1	13
GO:0002263	cell activation involved in immune response	49/748	176/4114	0.000836903626572008	0.0131907906624674	0.0120247600953894	PSMB1/CTSA/PPIE/GSTP1/FTL/LGALS1/PSMD7/HMOX2/PSMD14/QSOX1/LAMTOR2/MAD2L2/PRDX6/CTSD/VAMP8/CYSTM1/PRDX4/SERPINB6/LGALS3/PSMB7/ILF2/GSN/PTGES2/EEF1A1/CSTB/PSMC2/APEH/PSMC3/CCT2/FTH1/RAB24/AGPAT2/TRAPPC1/GAA/PGAM1/DPP7/IMPDH2/HMCES/TMEM179B/PSMD13/S100A13/PPIA/PSAP/PNP/APRT/NEU1/CSNK2B/HLA-C/NME2	49
GO:0009259	ribonucleotide metabolic process	41/748	141/4114	0.00086741400528532	0.0135332496185348	0.0123369465969116	ELOVL1/COASY/AAAS/ACOT7/TECR/NME4/AK1/ATP5F1B/GAPDH/TPI1/ATP5PB/ACOT2/ITPA/PDHA1/RAN/ATP5MC2/MPC2/ATP5F1A/ATP5MC3/ATP5PF/SEC13/SLC35B2/PINK1/ATP5MC1/JMJD8/PMVK/STOML2/ATP5MG/PDHB/PGAM1/CTPS1/IMPDH2/CYC1/APRT/UQCC3/NME1/ADSL/ATP5MF/ATP5PO/EIF6/NME2	41
GO:0030178	negative regulation of Wnt signaling pathway	27/748	82/4114	0.000868223823246679	0.0135332496185348	0.0123369465969116	PSMB1/PSMC5/PSME1/PSMD8/RBX1/PSMB5/PSME2/PSMA7/PSMD7/TLE5/DVL1/PSMD14/MAD2L2/PFDN5/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/SDHAF2/PSMD13/PSMB8/RACK1/PSMB3	27
GO:0038093	Fc receptor signaling pathway	24/748	70/4114	0.00087170689974459	0.0135332496185348	0.0123369465969116	PSMB1/PSMC5/PSME1/PSMD8/PSMB5/PSME2/PSMA7/PSMD7/ARPC3/SKP1/PSMD14/PSMB2/PSMA1/ARPC1B/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/PSMD13/PSMB8/IKBKG/PSMB3	24
GO:0010950	positive regulation of endopeptidase activity	18/748	47/4114	0.000884862711784664	0.0136691478611512	0.0124608317988424	BID/BAK1/PDCD2/BAX/PSME1/LGMN/PSME2/PSMD14/HTRA2/CTSD/ADRM1/MTCH1/GSN/RPS3/BEX3/PRELID1/RACK1/PDCD6	18
GO:0009150	purine ribonucleotide metabolic process	40/748	137/4114	0.000915460723241203	0.0140718096319997	0.0128278993475539	ELOVL1/COASY/AAAS/ACOT7/TECR/NME4/AK1/ATP5F1B/GAPDH/TPI1/ATP5PB/ACOT2/ITPA/PDHA1/RAN/ATP5MC2/MPC2/ATP5F1A/ATP5MC3/ATP5PF/SEC13/SLC35B2/PINK1/ATP5MC1/JMJD8/PMVK/STOML2/ATP5MG/PDHB/PGAM1/IMPDH2/CYC1/APRT/UQCC3/NME1/ADSL/ATP5MF/ATP5PO/EIF6/NME2	40
GO:0009410	response to xenobiotic stimulus	12/748	26/4114	0.000947497300439424	0.0144214662640412	0.0131466472697709	AKR7A2/GSTP1/PTGS1/GSS/AIP/NQO2/PCNA/GSTM3/GSTO1/MCM7/GSTM4/NQO1	12
GO:0098869	cellular oxidant detoxification	12/748	26/4114	0.000947497300439424	0.0144214662640412	0.0131466472697709	GSTP1/PTGS1/PARK7/PRDX1/PRDX6/PRDX4/PRDX5/SOD1/GSTO1/PRDX2/NQO1/GSTK1	12
GO:0006221	pyrimidine nucleotide biosynthetic process	7/748	11/4114	0.0010687135939158	0.0160930757309422	0.0146704909366908	NME4/DUT/DTYMK/CTPS1/TYMS/NME1/NME2	7
GO:0051881	regulation of mitochondrial membrane potential	11/748	23/4114	0.00107248312854021	0.0160930757309422	0.0146704909366908	BID/BAK1/BAX/PARK7/SOD1/PINK1/STOML2/PRELID1/PYCR1/RACK1/CLIC1	11
GO:0009636	response to toxic substance	22/748	63/4114	0.00107287171539615	0.0160930757309422	0.0146704909366908	BAK1/GSTP1/BAX/PTGS1/HTRA2/PARK7/PRDX1/PRDX6/PRDX4/PRDX5/MPST/ASS1/CCNB1/GSTM3/SOD1/GSTO1/PINK1/PRDX2/TYMS/NQO1/GSTK1/UBA52	22
GO:0006626	protein targeting to mitochondrion	17/748	44/4114	0.00109011127762877	0.0162730553703718	0.014834560858015	BID/TIMM13/SAMM50/TIMM50/PMPCB/AIP/HTRA2/TIMM17B/TOMM40/TIMM17A/TIMM29/HAX1/PINK1/SLC25A6/TIMM22/UBE2L3/TIMM23	17
GO:0001666	response to hypoxia	36/748	121/4114	0.00112278268240823	0.0166805752577874	0.0152060570788	PSMB1/ALAS1/PSMC5/PSME1/PSMD8/RBX1/PSMB5/PSME2/PSMA7/PSMD7/STUB1/ELOB/HMOX2/NOP53/CHCHD2/PSMD14/PSMB2/PIN1/PSMA1/CCNB1/PSMB7/NOL3/PSMB6/ADAM15/PINK1/PSMD4/PSMB4/PSMC2/PSMC3/P4HB/PSMD13/PSMB8/PHB2/UBA52/ADSL/PSMB3	36
GO:0009262	deoxyribonucleotide metabolic process	8/748	14/4114	0.00122793917507941	0.0181559578029599	0.0165510197583385	NTHL1/NUDT1/DGUOK/SMUG1/DUT/DTYMK/TYMS/DCTPP1	8
GO:0006081	cellular aldehyde metabolic process	9/748	17/4114	0.00124612251882414	0.0183374901466775	0.0167165051290502	AKR7A2/TPI1/PARK7/PNKD/GRHPR/ALDH7A1/DHRS13/TALDO1/PDXP	9
GO:0006887	exocytosis	58/748	220/4114	0.00126612773319341	0.0185439934507809	0.0169047540941266	PSMB1/CTSA/ATP6AP1/PPIE/GSTP1/FTL/TIMP1/PSMD7/HMOX2/NAPA/DVL1/LGALS3BP/PSMD14/QSOX1/LAMTOR2/PRDX6/CTSD/VAMP8/CYSTM1/PRDX4/SERPINB6/CHMP2A/LGALS3/PSMB7/SOD1/SNAPIN/ILF2/SNAP47/GSN/PTGES2/EEF1A1/TAGLN2/CSTB/PSMC2/APEH/TEX264/CDK5/PSMC3/CCT2/FTH1/RAB24/AGPAT2/TRAPPC1/GAA/PGAM1/DPP7/IMPDH2/TMEM179B/PSMD13/S100A13/PPIA/PSAP/PNP/APRT/NEU1/CSNK2B/HLA-C/NME2	58
GO:0070482	response to oxygen levels	39/748	135/4114	0.0013198721617833	0.0192403899640242	0.0175395910206834	PSMB1/ALAS1/ATP6AP1/PSMC5/PSME1/PSMD8/RBX1/PSMB5/PSME2/PSMA7/PSMD7/STUB1/ELOB/HMOX2/NOP53/CHCHD2/BNIP1/PSMD14/PSMB2/PIN1/PSMA1/CCNB1/CCDC115/PSMB7/NOL3/PSMB6/ADAM15/PINK1/PSMD4/PSMB4/PSMC2/PSMC3/P4HB/PSMD13/PSMB8/PHB2/UBA52/ADSL/PSMB3	39
GO:0043620	regulation of DNA-templated transcription in response to stress	23/748	68/4114	0.00136991963614677	0.0198766377113818	0.018119596171169	PSMB1/PSMC5/PSME1/PSMD8/RBX1/PSMB5/PSME2/PSMA7/PSMD7/ELOB/PSMD14/PSMB2/PSMA1/PSMB7/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/PSMD13/PSMB8/UBA52/PSMB3	23
GO:0045930	negative regulation of mitotic cell cycle	40/748	140/4114	0.00145027309364042	0.0208861461696397	0.0190398667853754	PSMB1/TRIP13/BAX/PSMC5/PSME1/PSMD8/RBX1/PSMB5/PSME2/PSMA7/NAA10/PSMD7/NOP53/SKP1/PSMD14/MAD2L2/CDC20/RPA2/ZWINT/CDKN2C/PSMB2/PRMT1/PSMA1/PCNA/CCNB1/PSMB7/PSMB6/EME1/PSMD4/PSMB4/PSMC2/PTTG1/PSMC3/TRIAP1/AURKAIP1/SFN/GADD45GIP1/PSMD13/PSMB8/PSMB3	40
GO:0010608	posttranscriptional regulation of gene expression	67/748	263/4114	0.00145294929875754	0.0208861461696397	0.0190398667853754	PSMB1/EXOSC7/PSMC5/PSME1/AAAS/PSMD8/POLR2E/PSMB5/PSME2/PSMA7/POLR2C/PSMD7/CDC37/DDX49/C1QBP/GAPDH/PSMD14/EIF2B2/EXOSC8/RPL5/TSFM/PSMB2/PSMA1/NGDN/NSUN5/RAN/EEFSEC/EIF4E2/TACO1/PSMB7/RPLP1/EIF4A3/PSMB6/RPL13A/RPL10/RPS3/CDC123/CARHSP1/SEC13/PINK1/PSMD4/PSMB4/PSMC2/POLR2H/RPS14/METTL3/PSMC3/TRUB2/POLR2G/CNBP/EXOSC1/PPP1CA/TYMS/POLR2L/EIF3K/SHMT2/NGRN/COA3/PSMD13/PSMB8/DXO/RACK1/UBA52/EIF6/MPV17L2/RCC1L/PSMB3	67
GO:0036293	response to decreased oxygen levels	37/748	127/4114	0.00147290885210114	0.0210754930220002	0.0192124758830947	PSMB1/ALAS1/PSMC5/PSME1/PSMD8/RBX1/PSMB5/PSME2/PSMA7/PSMD7/STUB1/ELOB/HMOX2/NOP53/CHCHD2/BNIP1/PSMD14/PSMB2/PIN1/PSMA1/CCNB1/PSMB7/NOL3/PSMB6/ADAM15/PINK1/PSMD4/PSMB4/PSMC2/PSMC3/P4HB/PSMD13/PSMB8/PHB2/UBA52/ADSL/PSMB3	37
GO:0002274	myeloid leukocyte activation	46/748	167/4114	0.00152908141835067	0.0217788890090772	0.0198536935487443	PSMB1/CTSA/PPIE/GSTP1/FTL/PSMD7/HMOX2/PSMD14/QSOX1/LAMTOR2/PRDX6/CTSD/VAMP8/CYSTM1/PRDX4/SERPINB6/LGALS3/PSMB7/ILF2/GSN/PTGES2/EEF1A1/CSTB/PSMC2/APEH/PSMC3/CCT2/FTH1/RAB24/AGPAT2/TRAPPC1/GAA/PGAM1/DPP7/IMPDH2/TMEM179B/PSMD13/S100A13/PPIA/PSAP/PNP/APRT/NEU1/CSNK2B/HLA-C/NME2	46
GO:0006066	alcohol metabolic process	27/748	85/4114	0.00159831093137912	0.022556536561568	0.0205625991402852	GDE1/RETSAT/AKR7A2/PLPP1/IDH3G/FDFT1/AKR1B1/IDH3B/TPI1/SNX17/SPR/PARK7/ACAT2/RAN/DPM2/IMPA2/PLPP2/SOD1/EBP/DHRS4/FDPS/FDXR/PMVK/PCBD1/DHRS13/CNBP/PDXP	27
GO:1902749	regulation of cell cycle G2/M phase transition	27/748	85/4114	0.00159831093137912	0.022556536561568	0.0205625991402852	PSMB1/PSMC5/PSME1/PSMD8/RBX1/PSMB5/PSME2/PSMA7/PSMD7/NOP53/BABAM1/SKP1/PSMD14/PSMB2/PSMA1/CCNB1/PSMB7/DCTN3/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/SSNA1/PSMD13/PSMB8/PSMB3	27
GO:0032940	secretion by cell	78/748	316/4114	0.0016054732947203	0.022556536561568	0.0205625991402852	SLC25A5/PSMB1/EIPR1/USE1/PHPT1/CTSA/ATP6AP1/PPIE/GSTP1/FTL/TIMP1/PSMD7/HMOX2/NAPA/DVL1/LGALS3BP/GAPDH/PSMD14/QSOX1/PARK7/LAMTOR2/P3H1/PRDX6/CTSD/VAMP8/CYSTM1/PDZD11/PRDX4/SERPINB6/PNKD/CHMP2A/NR1H2/LGALS3/PSMB7/PREB/SOD1/RCN3/MPC2/ENSA/SNAPIN/ILF2/SNAP47/GSN/PTGES2/SLC25A4/ATP5PF/EEF1A1/TAGLN2/PINK1/CSTB/PSMC2/APEH/TEX264/CDK5/PSMC3/CCT2/FTH1/SLC25A6/RAB24/AGPAT2/TRAPPC1/GAA/PGAM1/DPP7/IMPDH2/TMEM179B/PSMD13/S100A13/PPIA/PSAP/PNP/APRT/NEU1/CSNK2B/HLA-C/ARL2/CKLF/NME2	78
GO:0010389	regulation of G2/M transition of mitotic cell cycle	26/748	81/4114	0.00163791388798662	0.0227977246184851	0.0207824668189191	PSMB1/PSMC5/PSME1/PSMD8/RBX1/PSMB5/PSME2/PSMA7/PSMD7/NOP53/SKP1/PSMD14/PSMB2/PSMA1/CCNB1/PSMB7/DCTN3/PSMB6/PSMD4/PSMB4/PSMC2/PSMC3/SSNA1/PSMD13/PSMB8/PSMB3	26
GO:0042274	ribosomal small subunit biogenesis	15/748	38/4114	0.00164598985431041	0.0227977246184851	0.0207824668189191	TSR3/RPS5/SNU13/RPS16/RPS15/RRP36/MRPS7/NGDN/RPS6/RPS8/ABT1/RPS14/RPSA/RPS21/MRPS11	15
GO:1901657	glycosyl compound metabolic process	15/748	38/4114	0.00164598985431041	0.0227977246184851	0.0207824668189191	AKR7A2/AKR1B1/ERH/NME4/DNPH1/DGUOK/RAN/TK1/DTYMK/IMPDH2/APOBEC3B/PNP/APRT/NME1/NME2	15
GO:0018208	peptidyl-proline modification	11/748	24/4114	0.00165935129268201	0.0227977246184851	0.0207824668189191	PPIE/FKBP8/AIP/P3H1/PRDX4/PIN1/PPIL1/PPIH/P4HTM/P4HB/PPIA	11
GO:0071466	cellular response to xenobiotic stimulus	11/748	24/4114	0.00165935129268201	0.0227977246184851	0.0207824668189191	AKR7A2/GSTP1/PTGS1/AIP/NQO2/PCNA/GSTM3/GSTO1/MCM7/GSTM4/NQO1	11
GO:0009116	nucleoside metabolic process	13/748	31/4114	0.00174560954195909	0.0237724457358902	0.0216710252000369	ERH/NME4/DNPH1/DGUOK/RAN/TK1/DTYMK/IMPDH2/APOBEC3B/PNP/APRT/NME1/NME2	13
GO:0098754	detoxification	13/748	31/4114	0.00174560954195909	0.0237724457358902	0.0216710252000369	GSTP1/PTGS1/PARK7/PRDX1/PRDX6/PRDX4/PRDX5/GSTM3/SOD1/GSTO1/PRDX2/NQO1/GSTK1	13
GO:0009123	nucleoside monophosphate metabolic process	10/748	21/4114	0.00189154502788355	0.0256473681728315	0.0233802095149568	AK1/DNPH1/DGUOK/DUT/TK1/DTYMK/TYMS/IMPDH2/APRT/ADSL	10
GO:0006283	transcription-coupled nucleotide-excision repair	14/748	35/4114	0.00201549766499838	0.0272092184774782	0.0248039964356094	PPIE/POLR2E/RBX1/POLR2C/RPA2/PCNA/COPS3/POLR2H/POLR2G/COPS6/GPS1/POLR2L/GTF2H4/UBA52	14
GO:0051438	regulation of ubiquitin-protein transferase activity	12/748	28/4114	0.00209206647079608	0.0280352401758019	0.0255570000280469	STUB1/SKP1/PARK7/MAD2L2/CDC20/RPL5/PIN1/DCUN1D5/RPS2/PINK1/UBE2C/UBE2L3	12
GO:0009119	ribonucleoside metabolic process	9/748	18/4114	0.00209474258318391	0.0280352401758019	0.0255570000280469	NME4/DGUOK/RAN/IMPDH2/APOBEC3B/PNP/APRT/NME1/NME2	9
GO:0006576	cellular biogenic amine metabolic process	7/748	12/4114	0.00216470466918583	0.0287239658026581	0.0261848441540292	GDE1/DHPS/OAZ1/SAT2/ALDH7A1/KYAT1/OAZ2	7
GO:0009200	deoxyribonucleoside triphosphate metabolic process	7/748	12/4114	0.00216470466918583	0.0287239658026581	0.0261848441540292	NUDT1/DGUOK/ITPA/DUT/DTYMK/TYMS/DCTPP1	7
GO:0042743	hydrogen peroxide metabolic process	8/748	15/4114	0.00221573920980479	0.0292760436018888	0.0266881197543788	PARK7/PRDX1/PRDX6/PRDX4/PRDX5/SOD1/PINK1/PRDX2	8
GO:0045862	positive regulation of proteolysis	32/748	108/4114	0.00224091232247234	0.0294831896664264	0.0268769546615884	BID/BAK1/PDCD2/FBLN1/BAX/PSME1/RBX1/LGMN/PSME2/STUB1/NOP53/PCOLCE/DVL1/PSMD14/HTRA2/CDC20/CTSD/ADRM1/HSPBP1/TIMM17A/MTCH1/RCN3/GSN/RPS3/PINK1/PSMC2/BEX3/PRELID1/AURKAIP1/TMEM259/RACK1/PDCD6	32
GO:0033365	protein localization to organelle	88/748	368/4114	0.00228303328234323	0.0299106259142436	0.0272666066898554	PAF1/BID/GABARAPL2/RPL18/SPAG5/RPS5/BAX/RPLP0/TIMM13/RPL3/SAMM50/NUTF2/ECH1/PIH1D1/RPS16/TIMM50/NOP53/RPL18A/PMPCB/SEC61B/DVL1/RPL28/RPL19/RPS13/AIP/SKP1/RPL24/CENPA/RPS15/HTRA2/CCT4/PARK7/RPA2/ACOT2/RPL5/TIMM17B/PIN1/TOMM40/RPL27/VPS25/RAN/TIMM17A/CCT7/RPL35/RPS6/RPLP1/RPS2/TIMM29/RPS11/RPL13A/RPS8/HAX1/CCT6A/RPL10/RPL7A/RPS3/OXA1L/DHRS4/PINK1/RPL8/LRWD1/RPL29/MAIP1/RPS14/CDK5/ENTR1/CCT2/RPSA/SLC25A6/RPS21/RPL15/SFN/TIMM22/RPL35A/UBE2L3/MCRS1/LAMTOR4/GSTK1/RPS26/RPL37A/RPL12/GET3/ECI2/RPL10A/ARL2/PHB2/UBA52/TIMM23	88
GO:0046903	secretion	81/748	336/4114	0.0026909044441408	0.035106127306963	0.0320028396740142	SLC25A5/PSMB1/EIPR1/USE1/PHPT1/CTSA/ATP6AP1/PPIE/GSTP1/FTL/COMT/TIMP1/PSMD7/HMOX2/NAPA/DVL1/LGALS3BP/GAPDH/PSMD14/QSOX1/PARK7/LAMTOR2/P3H1/PRDX6/CTSD/VAMP8/CYSTM1/PDZD11/PRDX4/SERPINB6/PNKD/CHMP2A/NR1H2/LGALS3/PSMB7/PREB/SOD1/RCN3/MPC2/ENSA/SNAPIN/ILF2/SNAP47/GSN/PTGES2/SLC25A4/ATP5PF/EEF1A1/TAGLN2/PINK1/CSTB/PSMC2/APEH/TEX264/CDK5/PSMC3/CCT2/FTH1/SLC25A6/RAB24/AGPAT2/TRAPPC1/GAA/PGAM1/MTX1/DPP7/IMPDH2/TMEM179B/PSMD13/S100A13/PPIA/PSAP/PNP/APRT/NEU1/CSNK2B/HLA-C/ARL2/CKLF/NME1/NME2	81
GO:0046434	organophosphate catabolic process	14/748	36/4114	0.0027576243967011	0.0358260408023302	0.0326591147444583	GDE1/NTHL1/ACOT7/NUDT1/DNPH1/PRDX6/SMUG1/ITPA/DUT/IMPA2/NUDT5/DCTPP1/PNP/PDXP	14
GO:0140352	export from cell	78/748	322/4114	0.00280466659237442	0.036285374038844	0.0330778441530474	SLC25A5/PSMB1/EIPR1/USE1/PHPT1/CTSA/ATP6AP1/PPIE/GSTP1/FTL/TIMP1/PSMD7/HMOX2/NAPA/DVL1/LGALS3BP/GAPDH/PSMD14/QSOX1/PARK7/LAMTOR2/P3H1/PRDX6/CTSD/VAMP8/CYSTM1/PDZD11/PRDX4/SERPINB6/PNKD/CHMP2A/NR1H2/LGALS3/PSMB7/PREB/SOD1/RCN3/MPC2/ENSA/SNAPIN/ILF2/SNAP47/GSN/PTGES2/SLC25A4/ATP5PF/EEF1A1/TAGLN2/PINK1/CSTB/PSMC2/APEH/TEX264/CDK5/PSMC3/CCT2/FTH1/SLC25A6/RAB24/AGPAT2/TRAPPC1/GAA/PGAM1/DPP7/IMPDH2/TMEM179B/PSMD13/S100A13/PPIA/PSAP/PNP/APRT/NEU1/CSNK2B/HLA-C/ARL2/CKLF/NME2	78
GO:0030490	maturation of SSU-rRNA	10/748	22/4114	0.00291126064553991	0.0374253117171132	0.0341170143935308	TSR3/SNU13/RPS16/RRP36/NGDN/RPS8/ABT1/RPS14/RPS21/MRPS11	10
GO:0034612	response to tumor necrosis factor	30/748	101/4114	0.00291688419824199	0.0374253117171132	0.0341170143935308	PSMB1/GSTP1/PSMC5/PSME1/PSMD8/PSMB5/PSME2/GSS/PSMA7/PSMD7/KRT18/HYAL1/PSMD14/PSMB2/PSMA1/ASS1/PSMB7/PSMB6/RPS3/PSMD4/PSMB4/PSMC2/PSMC3/ILK/KRT8/PSMD13/PSMB8/RACK1/IKBKG/PSMB3	30
